"company_name","company_number","company_status","company_type","company_subtype","removed_date","registered_date","nature_of_business","registered_office_address","postcode","sectorCodes","incorporation_year","incorporation_month","incorporation_day","dissolution_year","dissolution_month","dissolution_day","Latitude","Longitude"
"STANSLIDLY LTD","14205105","Active","Private limited company","","","","49410","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","49","2022","6","30","","","","52.47162","-2.05652",
"DILLENIA LTD","14549068","Active","Private limited company","","","","43390","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","43","2022","12","19","","","","52.47162","-2.05652",
"EW LUCAS LTD","14163667","Active","Private limited company","","","","82920","First Floor Offices 102ae Station Road Old Hill B64 6PL","B64 6PL","82","2022","6","10","","","","52.47162","-2.05652",
"SPECSPACE LTD","14582565","Active","Private limited company","","","","82990","1 Market Square High Street Cradley Heath B64 5HH","B64 5HH","82","2023","1","10","","","","52.47137","-2.08332",
"DINA MINI MARKET LTD","14025640","Active","Private limited company","","","","47110","17 Market Square High Street Cradley Heath B64 5HH","B64 5HH","47","2022","4","5","","","","52.47137","-2.08332",
"COACHED BY BECKY LTD","14564688","Active","Private limited company","","","","96040","64 Denby Way Cradley Heath B64 5RD","B64 5RD","96","2023","1","1","","","","52.4873051","-2.0639498",
"WB HONG KONG LIMITED","15412208","Active","Private limited company","","","","56103","88 Valley Road Cradley Heath B64 7LR","B64 7LR","56","2024","1","15","","","","52.466897","-2.070852",
"MUTINE LTD","14286239","Active","Private limited company","","","","82920","First Floor Offices 102ae Station Road Old Hill B64 6PL","B64 6PL","82","2022","8","9","","","","52.47162","-2.05652",
"ERAGROSTIS LTD","14595869","Active","Private limited company","","","","52103","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","52","2023","1","16","","","","52.47162","-2.05652",
"CHITTERING LTD","13836497","Active","Private limited company","","","","52219","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","52","2022","1","10","","","","52.47162","-2.05652",
"NANKIN LTD","14288474","Active","Private limited company","","","","88100","First Floor Offices 102ae Station Road Old Hill B64 6PL","B64 6PL","88","2022","8","10","","","","52.47162","-2.05652",
"UO KERSHAW LTD","13839753","Active","Private limited company","","","","32990","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","32","2022","1","11","","","","52.47162","-2.05652",
"TRILOGY GROUP HOLDING LTD","14601806","Active","Private limited company","","","","64203","Unit 7h Waterfall Lane Trading Estate Cradley Heath B64 6PU","B64 6PU","64","2023","1","18","","","","52.47400345","-2.057472255288384",
"JZ PROPERTY DEVELOPMENTS LIMITED","14727199","Active","Private limited company","","","","68209","Natwest Chambers 143-146 High Street Cradley Heath B64 5HJ","B64 5HJ","68","2023","3","13","","","","52.4721103","-2.082174",
"SAUNDERS REPAIR SERVICES LIMITED","13847244","Active","Private limited company","","","","45200","Old Bank Buildings Upper High Street Cradley Heath B64 5HY","B64 5HY","45","2022","1","13","","","","52.4736945","-2.0792254",
"PAINTWORK WIZARDS LTD","14009292","Active","Private limited company","","","","45200","Ground Floor Advance House 9 Waterfall Lane Trading Estate Cradley Heath B64 6PU","B64 6PU","45","2022","3","29","","","","52.47400345","-2.057472255288384",
"HALEY HJK LTD","15369914","Active","Private limited company","","","","47820","12 Stacey Close Cradley Heath B64 6EP","B64 6EP","47","2023","12","26","","","","52.474456849999996","-2.0732563499999968",
"THE STORE LAND LIMITED","13987388","Active","Private limited company","","","","47990","1 The Terrace Cradley Heath B64 7EN","B64 7EN","47","2022","3","18","","","","52.4695073","-2.0731689",
"ORANGE CONSTRUCTION XXL LIMITED","15375009","Active","Private limited company","","","","41201","15a High Street Cradley Heath B64 5HG","B64 5HG","41","2023","12","29","","","","52.47248","-2.081241",
"SHOES 4 YOUUU LTD","14018937","Active","Private limited company","","","","47910","61 Sherbourne Road Cradley Heath B64 7PX","B64 7PX","47","2022","4","1","","","","52.4698033","-2.0540763",
"LICHFIELD ELECTRICAL LIMITED","14036641","Active","Private limited company","","","","43210","Natwest Chambers 143-146 High Street Cradley Heath B64 5HJ","B64 5HJ","43","2022","4","8","","","","52.4721103","-2.082174",
"SMC EVENTS SERVICES LTD","13977404","Active","Private limited company","","","","86900","9 Timbertree Court Valley Road Cradley Heath B64 7LR","B64 7LR","86","2022","3","15","","","","52.4668683","-2.07084585",
"KARMA CONTROLS LIMITED","14526830","Active","Private limited company","","","","27120","Unit 16 Lodge Forge Trading Estate Cradley Heath B64 7RW","B64 7RW","27","2022","12","7","","","","52.46642","-2.08476",
"CRANEPLEX LTD","13853928","Active","Private limited company","","","","47990","Unit 17 Sapcote Trading Centre Powke Lane Cradley Heath B64 5QR","B64 5QR","47","2022","1","17","","","","52.48369","-2.06297",
"WEST MIDLANDS DECORATING LTD","14338886","Active","Private limited company","","","","41201","119 Graingers Lane Cradley Heath B64 6AH","B64 6AH","41","2022","9","6","","","","52.47035","-2.08372",
"DARLINGIA LTD","14529273","Active","Private limited company","","","","52103","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","52","2022","12","8","","","","52.47162","-2.05652",
"DECAISNEA LTD","14541600","Active","Private limited company","","","","52103","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","52","2022","12","14","","","","52.47162","-2.05652",
"BCC & C LIMITED","14574391","Active","Private limited company","","","","46900","Black Country Caravans Corngreaves Road Cradley Heath B64 7DA","B64 7DA","46","2023","1","6","","","","52.4679185","-2.0778396",
"UNRAM LTD","13848693","Active","Private limited company","","","","82990","6 Haden Cross Drive Cradley Heath Birmingham B64 7AX","B64 7AX","82","2022","1","14","","","","52.46656","-2.0578",
"QUICKS STOP MINI MARKET LTD","15377844","Active","Private limited company","","","","96090","212 Halesowen Road Cradley Heath B64 6HN","B64 6HN","96","2023","12","31","","","","52.473182","-2.0651593",
"EPIMACTIS LTD","14585117","Active","Private limited company","","","","43390","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","43","2023","1","11","","","","52.47162","-2.05652",
"COW ARK LTD","13903244","Active","Private limited company","","","","49410","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","49","2022","2","9","","","","52.47162","-2.05652",
"PETER EDWARD DEA LIMITED","13850735","Active","Private limited company","","","","99999","20 Barrs Road Cradley Heath B64 7HG","B64 7HG","99","2022","1","15","","","","52.466702","-2.0729548",
"CAR H EXPERT LTD","14253096","Active","Private limited company","","","","45112","501 Garratts Lane Cradley Heath B64 5RG","B64 5RG","45","2022","7","25","","","","52.47849","-2.0602299",
"M & M DEVELOPMENTS (MIDLANDS) LIMITED","14279699","Active","Private limited company","","","","41202","Natwest Chambers 143-146 High Street Cradley Heath B64 5HJ","B64 5HJ","41","2022","8","5","","","","52.4721103","-2.082174",
"DOBREV TRADE LTD","14525047","Active","Private limited company","","","","49420 53201","4 Church Street Birmingham B64 6DS","B64 6DS","49 53","2022","12","6","","","","52.4817544","-1.8998878",
"HYDRA AUTO CARE LTD","14328262","Active","Private limited company","","","","81222 81299","20 Pilkington Way Cradley Heath B64 5RA","B64 5RA","81 ","2022","8","31","","","","52.4879121","-2.0635951",
"TOTTERS LEISURE LIMITED","14370703","Active","Private limited company","","","","56302 74909","Natwest Chambers 143-146 High Street Cradley Heath B64 5HJ","B64 5HJ","56 74","2022","9","22","","","","52.4721103","-2.082174",
"NARBADA LTD","14291417","Active","Private limited company","","","","82920","First Floor Offices 102ae Station Road Old Hill B64 6PL","B64 6PL","82","2022","8","12","","","","52.47162","-2.05652",
"WORLDWIDE LEISURE LIMITED","14316730","Active","Private limited company","","","","93210 93290","Natwest Chambers 143-146 High Street Cradley Heath B64 5HJ","B64 5HJ","93 ","2022","8","24","","","","52.4721103","-2.082174",
"SAARL PROPERTIES LTD","14473668","Active","Private limited company","","","","68209","42 Highgate Street Cradley Heath B64 5RY","B64 5RY","68","2022","11","9","","","","52.47764099999999","-2.0662896",
"INTRULET LTD","14505849","Active","Private limited company","","","","68201 68209 68310 68320","116a Highgate Street Cradley Heath B64 5RU","B64 5RU","68   ","2022","11","25","","","","52.477383","-2.066658",
"TOMBOM HOLDINGS LTD","14986144","Active","Private limited company","","","","64303","3b High Street Cradley Heath B64 5HH","B64 5HH","64","2023","7","6","","","","52.4721103","-2.082174",
"NIFTY MEDIA BY NICK MOBLEY LTD","14997397","Active","Private limited company","","","","59112 74202","137 Wrights Lane Cradley Heath B64 6RH","B64 6RH","59 74","2023","7","12","","","","52.47334166666668","-2.0603892666666668",
"APK RECYCLING LIMITED","14818841","Active","Private limited company","","","","46110 49410","Sandwell Accountancy Services Ltd Upper High Street Cradley Heath B64 5HY","B64 5HY","46 49","2023","4","21","","","","52.4736945","-2.0792254",
"COACHED BY STEPH MILLS LTD","14849220","Active","Private limited company","","","","96040","34 Trejon Road Cradley Heath B64 7HL","B64 7HL","96","2023","5","5","","","","52.4688159","-2.0681142",
"IBRAHIM98 LTD","14862882","Active","Private limited company","","","","42110","1 Plant Street Cradley Heath B64 6EZ","B64 6EZ","42","2023","5","11","","","","52.47447127272728","-2.0757389090909086",
"HARRIS PARKES LTD","14760911","Active","Private limited company","","","","99999","Unit 16 Sapcote Trading Centre Powke Lane Cradley Heath B64 5QR","B64 5QR","99","2023","3","27","","","","52.48369","-2.06297",
"PAY LESS CRADLEY HEATH LTD","14787796","Active","Private limited company","","","","96090","17 High Street Market Square Cradley Heath B64 5HH","B64 5HH","96","2023","4","10","","","","52.47137","-2.08332",
"ROBIN HOOD GIVEAWAYS LIMITED","14790841","Active","Private limited company","","","","47990","81a Unit 1 Foxoak Street Bank Street Cradley Heath B64 5DE","B64 5DE","47","2023","4","10","","","","52.47369","-2.08347",
"DECISIONS BUILDING AND LANDSCAPING LTD","15142304","Active","Private limited company","","","","41100","17 The Parade Cradley Heath B64 7EF","B64 7EF","41","2023","9","15","","","","52.4701821","-2.0710172",
"HARJ JOHAL LIMITED","15148164","Active","Private limited company","","","","86900","35 Timbertree Road Cradley Heath B64 7LF","B64 7LF","86","2023","9","19","","","","52.4653367","-2.0667847",
"SAII STORE LTD","14889981","Active","Private limited company","","","","47910","28 Trinity Street Cradley Heath B64 6HS","B64 6HS","47","2023","5","23","","","","52.4756853","-2.0696991",
"PSYOSP LIMITED","14893985","Active","Private limited company","","","","58290 62012 62020 62090","Old Bank Buildings Upper High Street Cradley Heath B64 5HY","B64 5HY","58 62  ","2023","5","25","","","","52.4736945","-2.0792254",
"CB VEHICLE HIRE LTD","14900113","Active","Private limited company","","","","77110","5 Manson Drive Cradley Heath B64 6SD","B64 6SD","77","2023","5","29","","","","52.4737873","-2.0548573",
"CLEAR VISION CLEANERS LTD","14931666","Active","Private limited company","","","","81299","183 Station Road Cradley Heath B64 7PR","B64 7PR","81","2023","6","12","","","","52.4676469","-2.0482457",
"BEST PHONE SHOP LIMITED","15030073","Active","Private limited company","","","","95210","Flat 42-43 High Street Cradley Heath B64 5HL","B64 5HL","95","2023","7","26","","","","52.471944","-2.08229",
"XL AIRPORT TRANSFERS LIMITED","15064775","Active","Private limited company","","","","99999","Bass Hunt & Co Unit 9 Advance House Waterfall Lane Trading Estate Cradley Heath B64 6PU","B64 6PU","99","2023","8","11","","","","52.4740899","-2.05695",
"BUILD FAST DEVELOPMENTS LIMITED","15047650","Active","Private limited company","","","","41100 68100","Old Bank Buildings Upper High Street Cradley Heath B64 5HY","B64 5HY","41 68","2023","8","3","","","","52.4736945","-2.0792254",
"STRIPY OSS LTD","15076630","Active","Private limited company","","","","99999","26 Barrs Road Cradley Heath B64 7HG","B64 7HG","99","2023","8","16","","","","52.466702","-2.0729548",
"ROSEWEL LIMITED","15148577","Active","Private limited company","","","","87900","21c Claremont Street Cradley Heath B64 6HH","B64 6HH","87","2023","9","19","","","","52.4758163","-2.0732823",
"CANTYTRINDLE LTD","14003485","Active","Private limited company","","","","49410","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","49","2022","3","25","","","","52.47162","-2.05652",
"PLUMWOOD MUSIC LTD","14039608","Active","Private limited by guarantee without share capital","","","","59200 90010","43 Compton Road Cradley Heath B64 5BB","B64 5BB","59 90","2022","4","11","","","","52.4727633","-2.0874706",
"YOUNIQUE MOBILITY LTD","14193254","Active","Private limited by guarantee without share capital","","","","47749 47799 47910 86900","Younique Mobility 275 Halesowen Rd Old Hill Halesowen B64 6NP","B64 6NP","47   86","2022","6","24","","","","52.47347255","-2.0653634",
"PHOENIX VEHICLE RECYLING LIMITED","14264480","Active","Private limited company","","","","38210","Unit 65 Sapcote Trading Estate Powke Lane Cradley Heath B64 5QR","B64 5QR","38","2022","7","29","","","","52.48369","-2.06297",
"BHARAJ PROPERTY LTD","14274816","Active","Private limited company","","","","68100 68209","Old Bank Buildings Upper High Street Cradley Heath B64 5HY","B64 5HY","68 ","2022","8","3","","","","52.4736945","-2.0792254",
"NAWA LTD","14898248","Active","Private limited company","","","","47910","7 Highland Road Cradley Heath B64 5NB","B64 5NB","47","2023","5","26","","","","52.479038200000005","-2.0697333999999996",
"PARS RAMPS LIMITED","14930142","Active","Private limited company","","","","99999","Unit A2 Cradley Business Park Overend Road Cradley Heath B64 7DW","B64 7DW","99","2023","6","12","","","","52.46419","-2.07869",
"BLACK COUNTRY GROUNDWORKS LIMITED","14754144","Active","Private limited company","","","","43120 43999 96090","Natwest Chambers 143-146 High Street Cradley Heath B64 5HJ","B64 5HJ","43  96","2023","3","24","","","","52.4721103","-2.082174",
"YELLOWBUCKET LIMITED","14797990","Active","Private limited company","","","","56102 56103","Natwest Chambers 143-146 High Street Cradley Heath B64 5HJ","B64 5HJ","56 ","2023","4","13","","","","52.4721103","-2.082174",
"THE OLD CAT 2022 LTD","14411562","Active","Private limited company","","","","56302","Old Bank Buildings Upper High Street Cradley Heath B64 5HY","B64 5HY","56","2022","10","11","","","","52.4736945","-2.0792254",
"DADA’S JERK CENTRE LIMITED","14834638","Active","Private limited company","","","","56103","125c Graingers Lane Cradley Heath B64 6AH","B64 6AH","56","2023","4","28","","","","52.47035","-2.08372",
