"company_name","company_number","company_status","company_type","company_subtype","removed_date","registered_date","nature_of_business","registered_office_address","postcode","sectorCodes","incorporation_year","incorporation_month","incorporation_day","dissolution_year","dissolution_month","dissolution_day","Latitude","Longitude"
"EDEN WOOD LIMITED","7196641","Active","Private limited company","","","","41100","Eden Wood Roman Road Sutton Coldfield B74 3AR","B74 3AR","41","2010","3","19","","","","52.59811","-1.86664",
"FREEDOM BOOTCAMPS LTD","8650668","Active","Private limited company","","","","93130","9 Hardwick Road Sutton Coldfield B74 3BT","B74 3BT","93","2013","8","14","","","","52.587926555555555","-1.8712711111111109",
"DOMAS LEAFLET LTD","8552240","Active","Private limited company","","","","53202","9 Hillside Road Sutton Coldfield B74 4DG","B74 4DG","53","2013","5","31","","","","52.594165333333336","-1.8386423333333335",
"S & G PROPERTY DEVELOPMENTS LIMITED","3510537","Active","Private limited company","","","","68209","3 The Grove Little Aston Sutton Coldfield B74 3UB","B74 3UB","68","1998","2","13","","","","52.60240055714286","-1.8584142714285712",
"JC BUILDING INSPECTIONS LIMITED","7151675","Active","Private limited company","","","","74909","16 Blue Cedar Drive Streetly Sutton Coldfield B74 2AE","B74 2AE","74","2010","2","9","","","","52.57143","-1.88913",
"SATTAR LIMITED","11756400","Active","Private limited company","","","","86210","Meadow View 1 Roman Park Roman Lane Sutton Coldfield B74 3AF","B74 3AF","86","2019","1","8","","","","52.59463","-1.87279",
"FOURSIGHT (BIRMINGHAM) LIMITED","8131837","Active","Private limited company","","","","70221","8 Bracebridge Road Sutton Coldfield B74 2QL","B74 2QL","70","2012","7","5","","","","52.577018571428574","-1.8341362857142858",
"UQB LIMITED","9961513","Active","Private limited company","","","","86210","37b Foley Road East Sutton Coldfield B74 3HP","B74 3HP","86","2016","1","20","","","","52.58415620000001","-1.8779768000000001",
"OMAHA NETWORK LTD","13319858","Active","Private limited company","","","","47650","Office 9 Austin Court 64 Walsall Road Sutton Coldfield B74 4QY","B74 4QY","47","2021","4","7","","","","52.590238","-1.848197",
"LLEWELA BAILEY MEDIA LTD","13127602","Active","Private limited company","","","","99999","Gmk House 240b Lichfield Road Sutton Coldfield B74 2UD","B74 2UD","99","2021","1","12","","","","52.58422720000001","-1.8285376",
"ELLEN ESTIMATING SERVICES LIMITED","12041804","Active","Private limited company","","","","74902","224 Blackberry Lane Sutton Coldfield B74 4JS","B74 4JS","74","2019","6","10","","","","52.60076839999999","-1.8511574",
"RUNNING FLUSH LIMITED","10837199","Active","Private limited company","","","","70229","Suite D Astor House 282 Lichfield Road Four Oaks Sutton Coldfield B74 2UG","B74 2UG","70","2017","6","27","","","","52.58620545454546","-1.8288995454545451",
"ORTHOSERVE HOLDINGS LIMITED","6945703","Active","Private limited company","","","","99999","Kenwood 57 Bracebridge Road Sutton Coldfield B74 2SL","B74 2SL","99","2009","6","26","","","","52.577458222222226","-1.8385054444444444",
"STRUTWELD UK LTD","11777204","Active","Private limited company","","","","33190","23 Chester Road Streetly Sutton Coldfield B74 2HP","B74 2HP","33","2019","1","21","","","","52.577424","-1.883939",
"MVS PIZZA LTD","8852979","Active","Private limited company","","","","56103","20 Bradgate Drive Sutton Coldfield B74 4XG","B74 4XG","56","2014","1","20","","","","52.6010088","-1.8485542000000001",
"DYNAMIXA MANAGEMENT LIMITED","4381636","Active","Private limited company","","","","98000","72 Streetly Crescent Four Oaks Sutton Coldfield B74 4PU","B74 4PU","98","2002","2","26","","","","52.59262244444444","-1.8555297777777777",
"TIMBERWEST PROPERTIES LTD","6464729","Active","Private limited by guarantee without share capital","","","","68209","3 Old Station Mews Burnett Road Sutton Coldfield B74 3EZ","B74 3EZ","68","2008","1","5","","","","52.585646","-1.8727963333333335",
"CYPRESS GARDENS RESIDENTS ASSOCIATION LIMITED","4366965","Active","Private limited by guarantee without share capital","","","","98000","3 Cypress Gardens Sutton Coldfield B74 2HD","B74 2HD","98","2002","2","5","","","","52.57169646153846","-1.8332722307692306",
"VINOVA TECH LTD","13200577","Active","Private limited company","","","","74100","50 Harcourt Drive Sutton Coldfield B74 4LN","B74 4LN","74","2021","2","15","","","","52.593144800000005","-1.8449680000000002",
"HI-LINE PLASTERING LTD","9403748","Active","Private limited company","","","","43310","6 Tudor Grove Sutton Coldfield B74 2LL","B74 2LL","43","2015","1","23","","","","52.5757199","-1.87987",
"SNKRSJ GLOBAL LTD","9946100","Active","Private limited company","","","","62090","31 Tennyson Avenue Four Oaks Sutton Coldfield B74 4YG","B74 4YG","62","2016","1","12","","","","52.605623800000004","-1.8404859999999998",
"L.D.A PIPEWORK INSTALLATION LTD","11972109","Active","Private limited company","","","","43220","91 Blackwood Road Sutton Coldfield B74 3PW","B74 3PW","43","2019","5","1","","","","52.579306","-1.890178",
"PROFESSIONAL SECURITY INSTALLATIONS LTD","10574706","Active","Private limited company","","","","82990","87 Hundred Acre Road Streetly Sutton Coldfield B74 2LB","B74 2LB","82","2017","1","20","","","","52.568450142857145","-1.8214584285714288",
"KSV ENTERPRISES LIMITED","12580991","Active","Private limited company","","","","47110 53100","110 Rosemary Hill Road Four Oaks Sutton Coldfield B74 4HH","B74 4HH","47 53","2020","4","30","","","","52.59553777272727","-1.8591583636363636",
"PREMIER ACCESS SCAFFOLDING SOLUTIONS LIMITED","11330067","Active","Private limited company","","","","43991","83 Blackwood Road Streetly Sutton Coldfield B74 3PW","B74 3PW","43","2018","4","26","","","","52.579306","-1.890178",
"C. P. GREGORY & ASSOCIATES LIMITED","4468657","Active","Private limited company","","","","80300","8 Vaughan Close Four Oaks Sutton Coldfield B74 4XR","B74 4XR","80","2002","6","25","","","","52.604456166666665","-1.8410216666666666",
"SULLIVAN BILLIG LTD","3772781","Active","Private limited company","","","","74909","42 Thornhill Road Sutton Coldfield B74 3EH","B74 3EH","74","1999","5","18","","","","52.5861766","-1.8718086",
"ENCORE FAMILY OFFICE LIMITED","8973373","Active","Private limited company","","","","64999","65 Bracebridge Road Four Oaks Estate Sutton Coldfield B74 2SL","B74 2SL","64","2014","4","2","","","","52.577458222222226","-1.8385054444444444",
"RICHARD CASSIDY LIMITED","5342069","Active","Private limited company","","","","47910","98 Streetly Lane Four Oaks Sutton Coldfield B74 4TB","B74 4TB","47","2005","1","25","","","","52.58886592307693","-1.8579766153846153",
"DHILLON ARCHITECTURAL DESIGNS LIMITED","11816869","Active","Private limited company","","","","71111","49 Rosemary Hill Road Sutton Coldfield B74 4HJ","B74 4HJ","71","2019","2","11","","","","52.59071899999999","-1.8638394545454546",
"DALE THOMASON LTD","13747528","Active","Private limited by guarantee without share capital","","","","99999","22 Mayfield Road Streetly Sutton Coldfield B74 3PY","B74 3PY","99","2021","11","16","","","","52.57893454545454","-1.8926550000000004",
"FUTURE SEARCH LTD","6084738","Active","Private limited company","","","","74909","198 Aldridge Road Streetly Sutton Coldfield B74 3TP","B74 3TP","74","2007","2","6","","","","52.5752","-1.89739",
"MICROSPORTS CLUBS LIMITED","12437454","Active","Private limited company","","","","85510 93199","16 Green Gables Lichfield Road Sutton Coldfield B74 2SX","B74 2SX","85 93","2020","2","3","","","","52.57461933333334","-1.824999166666667",
"JACK PRUEN LIMITED","231509","Active","Private limited company","","","","68209","80 Jervis Crescent Streetly Sutton Coldfield B74 4PN","B74 4PN","68","1928","6","26","","","","52.593903","-1.8578568571428569",
"WOLFF PIPELINES LTD","9576877","Active","Private limited company","","","","99999","37 Hillmorton Road Sutton Coldfield B74 4SQ","B74 4SQ","99","2015","5","6","","","","52.59331076923077","-1.8400848461538464",
"JATP TRADING LIMITED","8454050","Active","Private limited company","","","","86220","Suite D Astor House 282 Lichfield Road Four Oaks Sutton Coldfield B74 2UG","B74 2UG","86","2013","3","20","","","","52.58620545454546","-1.8288995454545451",
"JRD GLOBAL (UK) LTD","8407490","Active","Private limited company","","","","62020","31 Tennyson Avenue Sutton Coldfield B74 4YG","B74 4YG","62","2013","2","18","","","","52.605623800000004","-1.8404859999999998",
"VESEY OAK PROPERTIES LIMITED","13199206","Active","Private limited company","","","","68209","Suite D Astor House 282 Lichfield Road Four Oaks Sutton Coldfield B74 2UG","B74 2UG","68","2021","2","12","","","","52.58620545454546","-1.8288995454545451",
"O'REILLY FINANCIAL SOLUTIONS LTD","7107728","Active","Private limited company","","","","70229","1a Belwell Lane Sutton Coldfield B74 4AA","B74 4AA","70","2009","12","17","","","","52.58742885714286","-1.8308157142857142",
"KAY LESLIE CONSULTANCY LTD","12025301","Active","Private limited company","","","","70229 96090","Astor House 282 Lichfield Road Four Oaks Sutton Coldfield B74 2UG","B74 2UG","70 96","2019","5","30","","","","52.58620545454546","-1.8288995454545451",
"SGT TRANSPORT LTD","13141615","Active","Private limited company","","","","53202","25 Field Maple Road Streetly Sutton Coldfield B74 2AD","B74 2AD","53","2021","1","18","","","","52.57025","-1.8885",
"FOREVER SYSTEMS LIMITED","7533635","Active","Private limited company","","","","61100","Suite D Astor House 282 Lichfield Road Four Oaks Sutton Coldfield B74 2UG","B74 2UG","61","2011","2","17","","","","52.58620545454546","-1.8288995454545451",
"CAPEXSALES LIMITED","7161555","Active","Private limited company","","","","99999","Suite D Astor House 282 Lichfield Road Four Oaks Sutton Coldfield B74 2UG","B74 2UG","99","2010","2","18","","","","52.58620545454546","-1.8288995454545451",
"A K HOLDER LTD","4832181","Active","Private limited company","","","","47220","68 Bankside Crescent Streetly Sutton Coldfield B74 2JA","B74 2JA","47","2003","7","14","","","","52.571837","-1.885774",
"INTERLOCK DUCTWORK LIMITED","2361459","Active","Private limited company","","","","25990","11 Old Lindens Close Sutton Coldfield B74 2EJ","B74 2EJ","25","1989","3","15","","","","52.5688415","-1.8834896666666667",
"2827 LIMITED","10177048","Active","Private limited company","","","","55100","17 Wyndley Close Sutton Coldfield B74 4JD","B74 4JD","55","2016","5","12","","","","52.60570459999999","-1.838937",
"FACE AND BODY SCULPTING CLINIC LTD","12914526","Active","Private limited company","","","","96020","310 Lichfield Road Sutton Coldfield B74 2UG","B74 2UG","96","2020","9","30","","","","52.587159799999995","-1.8295863999999997",
"THILAK RESIDE SOLUTIONS LTD","11990332","Active","Private limited company","","","","68100 68209","7 Kensington Drive Sutton Coldfield Birmingham B74 4UD","B74 4UD","68 ","2019","5","10","","","","52.598201","-1.8451282499999997",
"7 JSA LTD","13228857","Active","Private limited company","","","","99999","Cherry Trees Little Aston Park Road Sutton Coldfield B74 3BZ","B74 3BZ","99","2021","2","26","","","","52.58764844444445","-1.8719467777777778",
"HMIQ LTD","10898168","Active","Private limited company","","","","56290","285a Lichfield Road Sutton Coldfield B74 2XH","B74 2XH","56","2017","8","3","","","","52.58720444444444","-1.8303789999999998",
"THE JAZZY GROUP LTD","11937686","Active","Private limited company","","","","62090 93199","3c Mitre Court 38 Lichfield Road Sutton Coldfield B74 2LZ","B74 2LZ","62 93","2019","4","10","","","","52.568450142857145","-1.8214584285714288",
"BUILD TRANSFORMATION LTD","11200859","Active","Private limited company","","","","62012 62020 70229 74100","3c Mitre Court 38 Lichfield Road Sutton Coldfield B74 2LZ","B74 2LZ","62  70 74","2018","2","12","","","","52.568450142857145","-1.8214584285714288",
"NEXUS HOME RETAIL LTD","13178788","Active","Private limited company","","","","47910","1c Mitre Court 38 Lichfield Road Sutton Coldfield B74 2LZ","B74 2LZ","47","2021","2","4","","","","52.568450142857145","-1.8214584285714288",
"SHIELD TRAFFIC MANAGEMENT LIMITED","10005322","Active","Private limited company","","","","43999","56 Brabham Crescent Streetly Sutton Coldfield B74 2BW","B74 2BW","43","2016","2","15","","","","52.56881","-1.88671",
"CHD PROPERTIES LTD","10652549","Active","Private limited company","","","","82990","104 Four Oaks Common Road Four Oaks Sutton Coldfield B74 4NN","B74 4NN","82","2017","3","4","","","","52.59166814285714","-1.843548714285714",
"RPS RAIL PERFORMANCE CONSULTANTS LIMITED","4499822","Active","Private limited company","","","","74909","16 Haycroft Drive Sutton Coldfield B74 4DN","B74 4DN","74","2002","7","31","","","","52.5969388","-1.8381523999999998",
"HAYER DWELLINGS LIMITED","13208621","Active","Private limited company","","","","68100 68209 68320","76 Thornhill Park Sutton Coldfield B74 2LN","B74 2LN","68  ","2021","2","17","","","","52.57682","-1.88102",
"K KHERA PROPERTIES LTD","12686444","Active","Private limited company","","","","68209","8 Cranmer Grove Sutton Coldfield B74 4XT","B74 4XT","68","2020","6","20","","","","52.602358800000005","-1.8402193999999998",
"CHIRON SURGICAL SOLUTIONS LTD","13590258","Active","Private limited company","","","","86900","Suite D Astor House 282 Lichfield Road Four Oaks Sutton Coldfield B74 2UG","B74 2UG","86","2021","8","27","","","","52.58620545454546","-1.8288995454545451",
"OYSTERS MEDICAL SERVICES LIMITED","9461456","Active","Private limited company","","","","86900","11 Parkfields Sutton Coldfield B74 4GA","B74 4GA","86","2015","2","26","","","","52.594621857142855","-1.8531959999999998",
"GOWDA ASSOCIATES LTD","13274312","Active","Private limited company","","","","68100 68209","95 Lichfield Road Sutton Coldfield B74 2RR","B74 2RR","68 ","2021","3","17","","","","52.57275159999999","-1.8247912",
"GIAN LTD","6583886","Active","Private limited company","","","","68100","North Stone Chartered Accountants 99 Chester Road Streetly Sutton Coldfield B74 2HE","B74 2HE","68","2008","5","2","","","","52.57714166666667","-1.883587",
"NORUK INVEST LIMITED","13065910","Active","Private limited company","","","","68100 68201 68209 68320","8 Cypress Gardens Sutton Coldfield B74 2HD","B74 2HD","68   ","2020","12","6","","","","52.571075384615376","-1.8334240769230767",
"HIPSTER GENTS LIMITED","12178385","Active","Private limited company","","","","96020","274 Chester Road Streetly Sutton Coldfield B74 3EB","B74 3EB","96","2019","8","28","","","","52.58377316666667","-1.8870518333333333",
"STEVEN HALE HEARING LIMITED","5817097","Active","Private limited company","","","","47741","37 Little Aston Lane Sutton Coldfield B74 3UA","B74 3UA","47","2006","5","15","","","","52.602539","-1.853545",
"ASH & DAL STORES LTD","13084436","Active","Private limited company","","","","47110","46 Bishops Way Sutton Coldfield B74 4XS","B74 4XS","47","2020","12","16","","","","52.602953","-1.841813",
"CONCEPT GARDENS LTD","11548985","Active","Private limited company","","","","81300","26 Cherrywood Road Sutton Coldfield B74 3RT","B74 3RT","81","2018","9","3","","","","52.5805","-1.89862",
"VALORUM LIMITED","9026975","Active","Private limited company","","","","62090","83 Blackwood Road Streetly Sutton Coldfield B74 3PW","B74 3PW","62","2014","5","7","","","","52.579306","-1.890178",
"LIMEMINDS INVESTMENTS LIMITED","11226490","Active","Private limited company","","","","68100 70229","3 Marlborough Close Four Oaks Sutton Coldfield B74 4XE","B74 4XE","68 70","2018","2","27","","","","52.60292300000001","-1.8493602000000002",
"AMBERMEN LIMITED","1968352","Active","Private limited company","","","","68320","Ladywood Court 38 Hartopp Road Four Oaks Sutton Coldfield B74 2QR","B74 2QR","68","1985","12","4","","","","52.57548709090909","-1.8382736363636363",
